Image,Caption
./input/test/3084711346_fda0f5a3e6.jpg,a man in red jacket is riding red motorcycle
./input/test/308487515_7852928f90.jpg,a black and white dog is in the air
./input/test/3087095548_6df7c2a8ed.jpg,a man is standing on the water
./input/test/3088322308_b0c940b3a3.jpg,a man in blue shorts is running on the beach
./input/test/3095225232_2e6e6dc92e.jpg,a man in white shirt is standing on the steps of the steps
./input/test/309687244_4bdf3b591f.jpg,a man is climbing rock climbing
./input/test/3098714492_19939e3b19.jpg,a group of men are standing in front of the camera
./input/test/3098824948_23c31df031.jpg,a man in black and white and white and white and white and white and white and white and white and white and white and white woman in white and white and white and
./input/test/3103340819_46de7954a9.jpg,a man in black shirt and white shirt and white shirt and white shirt and white shirt and white shirt and white shirt and white shirt and white shirt and white shirt and white
./input/test/3104690333_4314d979de.jpg,a young girl in red jacket is playing in the snow
./input/test/3105315670_5f86f73753.jpg,a woman in red jacket is standing in front of the street
./input/test/3108732084_565b423162.jpg,a snowboarder is jumping over snow
./input/test/3110174991_a4b05f8a46.jpg,a man in black shirt and black shirt and black and white and white and white and white and white and white and white and white man in black and black and black and
./input/test/3112821789_1f7c3bbb99.jpg,a man in red shirt and white shirt and white shirt and white shirt and white shirt and white shirt and white shirt and white shirt and white shirt and white shirt and white
./input/test/3113769557_9edbb8275c.jpg,a man in red shirt is standing in front of the building
./input/test/3119887391_212f379797.jpg,a man in black and white shirt and white shirt and white and white and white and white and white and white and white and white and white and white and white and white
./input/test/3120266797_47e7d91614.jpg,a man in red shirt is standing in the grass
./input/test/3120953244_b00b152246.jpg,a girl in pink shirt is playing in the grass
./input/test/3121521593_18f0ec14f7.jpg,a woman in red jacket and black jacket and black and white and white and white and white and white and white and white and white and white and white and white and white
./input/test/3122773470_b622205948.jpg,two men are standing in the field of the grass
./input/test/3130093622_362f32f2bb.jpg,a dog is running through the snow
./input/test/3130970054_04a3865c43.jpg,a man in red shirt is jumping into the air
./input/test/3133825703_359a0c414d.jpg,a man in red shirt is holding the camera
./input/test/3136043366_b3f8607a0e.jpg,a football player in red uniform is in the air
./input/test/3139160252_75109e9e05.jpg,a woman in black shirt and white shirt and white shirt and black shirt and black and white shirt and black and white and white and white and white and white and white and
./input/test/3139238055_2817a0c7d8.jpg,two women are sitting on the camera
./input/test/3143574389_8a4048fbe2.jpg,a group of people are in front of the building
./input/test/3143982558_9e2d44c155.jpg,a little girl is laying in the grass
./input/test/3145967019_1a83ebf712.jpg,a woman in white shirt and white and white and white and white and white hair and woman in white and white and white and white and white and white and white and white
./input/test/3148286846_40ae914172.jpg,a man in red kayak in the water
./input/test/3149804151_1cc8d10783.jpg,a man riding bike on dirt dirt track
./input/test/3151492269_28d8edaa68.jpg,two dogs are running through the grass
./input/test/3151860914_46e30cd5ea.jpg,a black dog is running through the grass
./input/test/3153828367_5fc2c37c07.jpg,a woman is holding her hair in the air
./input/test/3155365418_43df5486f9.jpg,a man is doing trick in the air
./input/test/3155657768_b83a7831e5.jpg,a girl in red shirt is playing in the grass
./input/test/3159424456_f316bdc1d5.jpg,a woman is sitting on the sidewalk
./input/test/3159641529_c2c74f3eaf.jpg,a white dog is running through the grass
./input/test/3168354472_866fe70d36.jpg,a girl in pink shirt is playing in the air
./input/test/3170897628_3054087f8c.jpg,a boy is playing in the water
./input/test/3174431688_ae84778db0.jpg,a man in red shirt is standing in the air
./input/test/317488612_70ac35493b.jpg,a dog is running through the snow
./input/test/3177298173_78cea31d64.jpg,a man in red shirt is playing in the air
./input/test/3178489390_13a6ae7524.jpg,two children are playing in the water
./input/test/3180806542_49b6de312d.jpg,a snowboarder is jumping over the air
./input/test/3181328245_7c04ce1691.jpg,a little boy in blue shirt is playing in the air
./input/test/3182570190_48214e54c7.jpg,a man in black shirt is standing on the side of the water
./input/test/3182996527_70d9c323d5.jpg,a man is riding skateboard on the wall
./input/test/3183195653_11b66acb34.jpg,a woman in red jacket is standing in the street
./input/test/3185662156_c877583c53.jpg,a man in red jacket is in the snow
./input/test/3187117682_986ffd6b67.jpg,a dog is running through the grass
./input/test/3187364311_4c2a87083b.jpg,a dog is running on the sand
./input/test/3187395715_f2940c2b72.jpg,a man is jumping on the steps
./input/test/3191027142_33e86636ca.jpg,a group of people are walking in the street
./input/test/3192311620_99bda27fbd.jpg,a black dog is running in the air
./input/test/319847657_2c40e14113.jpg,a girl is holding her head in the air
./input/test/319870744_0e0138d205.jpg,a man is standing on mountain in the snow
./input/test/319938879_daf0857f91.jpg,a man in red shirt is standing in front of the street
./input/test/3201594926_cd2009eb13.jpg,a woman in white shirt and white and white and white and white and white and white and white and white and white and white and white and white and white and white and
./input/test/3204354161_caf89ec784.jpg,a man in red shirt is riding bike on the air
./input/test/3204712107_5a06a81002.jpg,a man in black shirt is standing on the street
./input/test/3209620285_edfc479392.jpg,a boy in blue shirt is running on the beach
./input/test/3215117062_6e07a86352.jpg,a group of people are sitting on the
./input/test/3215315009_47577bf8f7.jpg,a man is doing trick on the air
./input/test/3215695965_69fbeba3d5.jpg,a man is sitting on shopping cart
./input/test/3216829599_366a43f05e.jpg,a surfer is riding wave
./input/test/3217893350_57be430d06.jpg,a woman in white shirt and white shirt and white shirt and white shirt and white shirt and white shirt and white shirt and white shirt and white shirt and white shirt and white
./input/test/3218861747_5c5c547b66.jpg,a man in red shirt is doing trick on the air
./input/test/3219065971_702c4e8c34.jpg,a boy is sitting on the wall
./input/test/3219122000_bd6b4ae5ff.jpg,a brown dog is running through the grass
./input/test/3219210794_4324df188b.jpg,a man is doing trick on skateboard
./input/test/3220140234_e072856e6c.jpg,two men are playing in the ring
./input/test/3223809913_ae15d14d9a.jpg,a man in red shirt is doing trick on skateboard
./input/test/3223973114_6c15538ce9.jpg,a brown dog is running in the grass
./input/test/3225880532_c8d5d1d798.jpg,a man in red jacket is wearing red jacket and red jacket
./input/test/3226796100_08c49cfa5c.jpg,a little girl is playing in the grass
./input/test/3227594168_3351722aae.jpg,a woman in red shirt is sitting on the grass
./input/test/3231575742_31732664cf.jpg,a man in red shirt is jumping in the snow
./input/test/3232030272_b2480a5fe7.jpg,a man in red jacket is standing in front of the street
./input/test/3235746553_a40416c00e.jpg,a brown dog is running through the water
./input/test/3237760601_5334f3f3b5.jpg,a snowboarder is jumping over snow
./input/test/3240048764_acce8af2a5.jpg,a man is sitting on the water
./input/test/3243233886_235a80e8c7.jpg,a child in red shirt and blue shirt and blue shirt and blue shirt and blue shirt and blue shirt and blue shirt and blue shirt and blue shirt and blue shirt and blue
./input/test/3244470342_c08f6bb17e.jpg,a snowboarder is jumping over snow
./input/test/3245504245_27931f5ec1.jpg,a woman in blue shirt and blue shirt and blue shirt and blue shirt and blue shirt and blue shirt and blue shirt and blue shirt and blue shirt and blue shirt and blue
./input/test/3247693965_845b3b4349.jpg,a brown dog is running in the snow
./input/test/3251906388_c09d44340e.jpg,a white dog is running through the snow
./input/test/3255017708_2b02bfcdcf.jpg,a woman in white shirt is walking down the sidewalk
./input/test/325576658_59f68bdbd6.jpg,a woman in red shirt and white shirt and white shirt and white shirt and blue shirt and blue shirt and blue shirt and blue shirt and blue shirt and blue shirt and blue
./input/test/3256456935_664a7a5bba.jpg,a man in red shirt is wearing red shirt and white and white and white and white and white and white and white and white is in the air
./input/test/3257182199_5fda78d870.jpg,a man is standing on the beach
./input/test/3258396041_69717247f7.jpg,a man in black shirt and white shirt and white shirt and white shirt and white shirt and white shirt and white shirt and white shirt and black and white and white and white
./input/test/3259222690_69737f2a6e.jpg,a man in red shirt is holding his head
./input/test/3262849619_0bc4f88ef9.jpg,a black and white dog is running through the grass
./input/test/3264397357_72f084cac1.jpg,a woman in red jacket is standing in the snow
./input/test/3264464625_c711cc40c6.jpg,a boy in blue shirt is jumping into the water
./input/test/3265578645_4044a7049a.jpg,a man in red shirt is riding on the street
./input/test/3268443910_b36dbc1e5c.jpg,a man in white shirt is playing tennis
./input/test/3270691950_88583c3524.jpg,a man in blue shirt is jumping into the water
./input/test/3275065565_9e2a640fbc.jpg,a little girl is jumping on the bed
./input/test/3277824093_299cbb3138.jpg,a man is doing trick on skateboard
./input/test/3278777548_290b881018.jpg,a woman in blue jacket is standing on the water
./input/test/3280173193_98c2d6a223.jpg,a girl in white shirt and white shirt and white shirt and white and white and white and white and white and white and white and white and white and white and white and
./input/test/3281580623_8c3ba0fdb2.jpg,two dogs are playing in the grass
./input/test/3284899112_f11ab3cfe6.jpg,a man in black jacket and white jacket and red jacket and red jacket and red jacket and red jacket and red jacket and red jacket and red jacket and red jacket and red
./input/test/3286822339_5535af6b93.jpg,a group of people walk down street
./input/test/3293596075_973b0bfd08.jpg,a dog is running through the snow
./input/test/3294179574_4f67e67d6f.jpg,a man is jumping over the air
./input/test/3294202771_e8ee78a439.jpg,a man in blue shirt is playing in the beach
./input/test/3294830188_e46bd9b93c.jpg,a black and white bird is jumping over the water
./input/test/3295024992_887a95c700.jpg,a snowboarder is in the snow
./input/test/3301859683_2d5e4b40a3.jpg,a man in red jacket is skiing down snow
./input/test/3303787342_b258b377b6.jpg,a snowboarder is in the snow
./input/test/3304030264_da3dd18c7b.jpg,a man is standing on the steps
./input/test/3304484212_b950233c30.jpg,a snowboarder is skiing down snow
./input/test/3314180199_2121e80368.jpg,a boy in blue shirt is playing in the air
./input/test/3314900697_c5c5ae9af6.jpg,a man in black and white and white and white and white and white and white and white and white and white and white horse and black and white and white and white and
./input/test/3317960829_78bbfafbb6.jpg,a man in red shirt and white shirt is sitting on bench
./input/test/3319058642_885d756295.jpg,two women are posing for the camera
./input/test/3320154278_c67e01b8d1.jpg,a man in red shirt is riding bike on the street
./input/test/3321334180_8f764e0e0f.jpg,a white bird is flying over the water
./input/test/3322200641_c2e51ff37b.jpg,a black dog is running through snow
./input/test/3325129757_7a1979ac11.jpg,a snowboarder is jumping over snow
./input/test/3328495660_ed0e3f29cf.jpg,a young girl in red shirt is sitting on the beach
./input/test/3331009729_d3b14738e6.jpg,a man in red shirt is walking down the street
./input/test/3331190056_09f4ca9fd2.jpg,a boy in blue shirt is holding the camera
./input/test/3332136681_9aecf101fd.jpg,a man in red shirt is standing in the air
./input/test/3334300164_e75e0479ae.jpg,a man is riding surfboard in the water
./input/test/3334866049_f5933344aa.jpg,a man in red jacket is skiing down snow
./input/test/3335501468_628655d608.jpg,a white duck is jumping over the water
./input/test/3339263085_6db9fd0981.jpg,a dog is running through the water
./input/test/3340575518_137ce2695f.jpg,a man in red jacket is standing on the hill
./input/test/3341489212_a879e1544a.jpg,a girl in bathing bathing suit is playing in the water
./input/test/3343311201_eeb1a39def.jpg,a woman in red shirt is holding her head in the grass
./input/test/3344411431_6f4917bb2f.jpg,a man in black and white and white and white and white and white and white and white and white and white and white and white and white and white and white and white
./input/test/3352871762_c9e88592d3.jpg,a man in red shirt is holding his hands
./input/test/3354063643_1d8814eb13.jpg,a dog is running through the snow
./input/test/3355683198_715fb1a2ac.jpg,a skateboarder is jumping on the ramp
./input/test/3357937209_cf4a9512ac.jpg,two dogs are running through the grass
./input/test/3358682439_be4b83544c.jpg,a woman is running in the grass
./input/test/3359530430_249f51972c.jpg,a person in red jacket is standing in the snow
./input/test/3361411074_83f27d2a1c.jpg,a brown dog is running through the snow
./input/test/3364796213_b8948913b5.jpg,a group of people are standing in the street
./input/test/336551609_1385ab139e.jpg,a man in red jacket is standing on mountain
./input/test/3365783912_e12c3510d8.jpg,a man in black shirt and black shirt and black shirt and black shirt and black shirt and black shirt and black shirt and black shirt and black shirt and black shirt and black
./input/test/3366571152_20afb88ac1.jpg,a man in white shirt is sitting on the table in front of the building
./input/test/3366904106_e996320d20.jpg,a man is jumping on the air
./input/test/3372251830_baa3665928.jpg,a woman in red shirt and black shirt and black shirt and black shirt and black shirt and red shirt and red shirt and red shirt and red shirt and red shirt and red
./input/test/3374384485_751f719be4.jpg,a man is riding his bike through the woods
./input/test/3378553508_e37e281d25.jpg,a man is standing on the street
./input/test/3380364224_2626d9d354.jpg,a snowboarder is snowboarding
./input/test/3381392182_db2c42430e.jpg,a young girl in red shirt is running through the water
./input/test/3384742888_85230c34d5.jpg,a black dog is running through the grass
./input/test/3387661249_33e5ba0bc5.jpg,a dog is running through the grass
./input/test/3388094307_5a83be64a5.jpg,a man in white shirt is playing tennis ball in the air
./input/test/3393152604_27bd1037f2.jpg,a dog is running through the grass
./input/test/3393343330_b13df4d8ec.jpg,a man is sitting on the street of the street
./input/test/3394654132_9a8659605c.jpg,a man in black jacket and white shirt and white jacket and white and white and white and white dog and white dog and white dog are standing on the street
./input/test/3394750987_a32ecc477e.jpg,a skateboarder is doing trick on skateboard
./input/test/3397259310_1ed1a346b5.jpg,a man in red shirt is doing trick on skateboard
./input/test/339822505_be3ccbb71f.jpg,a group of people are playing in the air
./input/test/3399312265_9c74378692.jpg,two dogs are playing in the snow
./input/test/3399843227_3b9d2a8dbf.jpg,a man in black shirt and white shirt and white shirt and white shirt and white shirt and sunglasses and sunglasses and woman in black shirt and black shirt and black shirt and black
./input/test/3400041870_4e7732b40f.jpg,a woman in red shirt and white shirt is standing in front of the camera
./input/test/3400135828_0ac128b6eb.jpg,a dog in the snow
./input/test/3406409018_03de95181e.jpg,a hockey player in red uniform is playing in the goal
./input/test/3410215754_5d5caeffaf.jpg,a man in red shirt is standing on the steps of the building
./input/test/3415228562_4efa9c9b70.jpg,a woman in red shirt and white shirt and white shirt and white shirt and white shirt and white shirt and white shirt and white shirt and white shirt and white shirt and white
./input/test/3419916411_72934edcdb.jpg,a brown dog is running through the grass
./input/test/3420064875_0349a75d69.jpg,a brown dog is laying on the grass
./input/test/3420260768_26a600b844.jpg,a man in white shirt is playing tennis
./input/test/3421131122_2e4bde661e.jpg,a man is surfing in the water
./input/test/3421789737_f625dd17ed.jpg,a man in red shirt is jumping over the air
./input/test/3424927725_c4d1fcfac3.jpg,a man is climbing on rock
./input/test/3425756814_13909354d4.jpg,a man in red shirt is playing tennis
./input/test/3426724811_137855b4f7.jpg,a group of men are standing in the air
./input/test/3427118504_93126c83e0.jpg,a man in black shirt is standing in the air
./input/test/3427301653_4ff0d6fd93.jpg,a woman in red shirt is sitting on the sidewalk
./input/test/3427540832_c882fded1d.jpg,a man in red jacket and hat and hat and hat and hat and hat and hat and hat and hat and hat and hat and hat and hat and hat and hat and
./input/test/3429142249_d09a32e291.jpg,a man is climbing up the snow
./input/test/3429465163_fb8ac7ce7f.jpg,a girl in red shirt is wearing red shirt and red shirt
./input/test/3430782104_34da558eba.jpg,a man in black and white jersey is riding horse in the air
./input/test/3431671749_e8e3a449ac.jpg,a race car is racing on track
./input/test/3432586199_e50b0d6cb7.jpg,a man in red jacket is wearing red jacket and red jacket
./input/test/3437034427_6df5e9fbf9.jpg,a girl in red shirt is sitting on the sidewalk
./input/test/3441511444_b031585b45.jpg,a man is sitting on the street
./input/test/3442622076_c3abe955e5.jpg,a man in black shirt and white shirt and white shirt and white shirt and white shirt and white shirt and white shirt and black shirt and white shirt and black and white and
./input/test/3443161359_65544fd732.jpg,a man is standing on the hill in the mountains
./input/test/3448490813_f9623e864d.jpg,a young girl in red shirt is standing on the sidewalk
./input/test/345785626_9fa59f38ce.jpg,a man is standing on the beach
./input/test/3458215674_2aa5e64643.jpg,a man is riding dirt bike in the road
./input/test/3459492423_c881f12c9f.jpg,a man is jumping in the air in the air
./input/test/3459570613_3932816d3f.jpg,two children are playing in the playground
./input/test/3461677493_5bfb73038e.jpg,a group of people are sitting on the room of the art
./input/test/3462512074_2b4db1ffd6.jpg,a man is jumping over the air in the air
./input/test/3464708890_3cab754998.jpg,a man in red shirt is doing trick on skateboard
./input/test/3465000218_c94e54e208.jpg,a woman in red shirt and sunglasses and sunglasses and sunglasses and sunglasses and sunglasses and sunglasses and woman in red shirt and sunglasses
./input/test/347186933_880caaf53b.jpg,a girl in red shirt is wearing red shirt
./input/test/3472485022_5d03e9852d.jpg,a brown dog is running through the grass
./input/test/3474406285_01f3d24b71.jpg,a dog jumps over the air over the air
./input/test/3475092236_cf45d383c7.jpg,a man in red jacket is standing in front of the street
./input/test/3477778668_81ff0a68e0.jpg,a group of men are posing for picture
./input/test/3480052428_c034b98a08.jpg,a group of people are standing in front of the building
./input/test/3484070900_3e76d7fd30.jpg,a man is doing trick in the air
./input/test/3484842724_ef1124c87a.jpg,a young girl in red and white and white and white and white and white and white player in red uniform is playing baseball
./input/test/3485816074_363cab4bff.jpg,a man in red jersey is playing in the field
./input/test/3486340101_ff01d8f3f9.jpg,a race car is riding on the track
./input/test/3488512097_e500cb499f.jpg,a man is riding motorcycle in the air
./input/test/3493255026_5fdaa52cbe.jpg,a brown dog is running through the grass
./input/test/3494345896_dd6b32cfa3.jpg,a brown dog is playing with stick in its mouth
./input/test/3494394662_3edfd4a34c.jpg,a man in red jacket and white jacket and white jacket and white jacket and white jacket and white jacket and hat and hat and hat and hat and hat and hat and hat
./input/test/3497069793_2d4baf5b4b.jpg,a girl in red shirt is jumping in the air
./input/test/3500829879_a643818d84.jpg,a man is riding motorcycle on race
./input/test/3501083764_cf592292a6.jpg,two children are standing in front of the camera
./input/test/3513362553_5fc5779e20.jpg,a baseball player in red uniform is playing baseball
./input/test/3516825206_5750824874.jpg,two children are sitting on the grass
./input/test/3516935867_78cf63c69c.jpg,a horse jumps over hurdle
./input/test/3517023411_a8fbd15230.jpg,a man in red shirt is riding bike in the street
./input/test/3518608016_46453d8b18.jpg,a man in blue shirt is sitting on the grass
./input/test/3525417522_7beb617f8b.jpg,a brown dog is running through the grass
./input/test/3526150930_580908dab6.jpg,a girl in pink dress is holding her hair in the grass
./input/test/3526431764_056d2c61dc.jpg,a man in red shirt and white shirt and white shirt and white shirt and white shirt and white shirt and white shirt and white shirt and white shirt and white shirt and white
./input/test/3528902357_be2357a906.jpg,a man is riding bike on the road
./input/test/3530342993_a4a1f0e516.jpg,a man is riding bike on the air
./input/test/3533451027_b078e4631b.jpg,a man in red uniform is running in the field
./input/test/3533922605_a2b1e276f6.jpg,a woman in white shirt and white shirt and white shirt and white shirt and white shirt and white shirt and white shirt and white shirt and white shirt and white shirt and white
./input/test/3535768334_a3924bcccd.jpg,a man in red shirt is riding skateboard on the air
./input/test/3537218226_478d2e4f26.jpg,a man is riding bike on the air
./input/test/3540241710_a4f49cde52.jpg,a man is jumping on the beach
./input/test/3540416139_c884f38351.jpg,a dog is running in the grass
./input/test/3540598210_972f0ff573.jpg,a girl in pink dress is running in the air
./input/test/3541962817_78bcd3835b.jpg,a horse is jumping over horse
./input/test/3543378438_47e2712486.jpg,a man is playing in the air
./input/test/3545586120_283d728a97.jpg,a man in black shirt and white shirt is playing in the air
./input/test/3545652636_0746537307.jpg,a boy in red shirt is playing soccer
./input/test/3547647914_4dd56a8c1b.jpg,a group of people are standing in front of the camera
./input/test/3549006919_3604bc813e.jpg,a man in red shirt is climbing
./input/test/3549140234_e99b07c739.jpg,a man in red shirt is standing on the sidewalk
./input/test/3556390715_65c6d1e88b.jpg,a white dog is running through the grass
./input/test/3556598205_86c180769d.jpg,a man in red shirt is riding dirt bike on the dirt
./input/test/3556792157_d09d42bef7.jpg,a girl in pink shirt is playing in the air
./input/test/3558683579_8fb36b55a6.jpg,a man in red shirt is jumping in the air
./input/test/3560977956_e08d2cd531.jpg,a man is rowing in the water
./input/test/3561314880_ea9a7e245f.jpg,a man in red shirt is sitting on bench with his hands
./input/test/3561639055_5ac66ae92f.jpg,a man in red helmet is riding bike in the woods
./input/test/3562302012_0cbcd01ff9.jpg,a boy in blue shirt is playing in the air
./input/test/3563668905_689ed479c5.jpg,a man riding bike on dirt path
./input/test/3564436847_57825db87d.jpg,a man in red shirt is riding skateboard on skateboard
./input/test/3564742915_5f940b95b4.jpg,a man in red jacket is climbing mountain
./input/test/3569284680_44fef444ef.jpg,a young girl is jumping on the air
./input/test/3569406219_f37ebf7b92.jpg,a man in white shirt is standing on the street
./input/test/3569420080_72fbe84751.jpg,a man in black shirt and black shirt and black shirt and black shirt and black shirt and black shirt and black shirt and black shirt and black shirt and black shirt and black
./input/test/357725852_6f55cb9abc.jpg,a man is standing on dock on dock
./input/test/3578068665_87bdacef6a.jpg,a man is riding the track
./input/test/3580741947_cc64a83648.jpg,a man in red jacket and white jacket and white jacket and white and white and white and white and white and white and white and white and white and white and white and
./input/test/3581451227_618854cea4.jpg,a girl in white dress is playing in the grass
./input/test/3582920844_2742804f3d.jpg,a man in blue shirt is running in the water
./input/test/3589052481_059e5e2c37.jpg,a man and woman are posing for picture
./input/test/3591458156_f1a9a33918.jpg,a man in white and white and white and white and white and white and white horse is jumping over the rodeo
./input/test/3592992234_6d3fe58a70.jpg,a young boy is standing on the grass
./input/test/3593220756_5c416c3ceb.jpg,a man is surfing in the air
./input/test/3593538248_dffa1a5ed4.jpg,two men are playing in the goal
./input/test/3594029059_cee1f4c59a.jpg,a black and white dog is jumping over the grass
./input/test/3595412126_4020d4643b.jpg,a woman in red and white shirt and white and white and white and white and white and white and white and white and white haired girl in red shirt and white shirt and
./input/test/3596428453_8cfdec4869.jpg,a man in red shirt is wearing red shirt and blue shirt
./input/test/3596459539_a47aa80612.jpg,a man in white motorcycle is riding motorcycle
./input/test/3597354819_0069aaf16e.jpg,a group of boys are playing in the water
./input/test/3601978895_9fec23ce0c.jpg,a man is riding skateboard on the street
./input/test/3602838407_bf13e49243.jpg,a black dog is running through the water
./input/test/3603116579_4a28a932e2.jpg,a baseball player in red uniform is holding baseball bat
./input/test/3603870481_1ebc696d91.jpg,a black dog is running in the water
./input/test/3605676864_0fb491267e.jpg,a boy in blue shirt is playing in pool
./input/test/3606942887_1159d92548.jpg,a young girl in blue suit is wearing blue swim pool
./input/test/3608849440_e7d2bed29f.jpg,a group of people are playing in the grass
./input/test/3609027309_af75f773d9.jpg,a man in red shirt is holding the camera
./input/test/3610687607_895fdc94bd.jpg,a man is jumping into the air
./input/test/3612485097_b706d950ed.jpg,a man in white shirt is playing in the air
./input/test/3618525295_d32d634b2e.jpg,a man and woman are sitting on the street
./input/test/3621623690_0095e330bc.jpg,a horse is jumping over hurdle
./input/test/362316425_bda238b4de.jpg,a woman in red dress is in the air
./input/test/3626998066_3ae11ee278.jpg,two dogs are running through the grass
./input/test/3627679667_0e3de9fc90.jpg,a surfer is surfing on wave
./input/test/3631344685_ed0f3e091b.jpg,a baseball player in red uniform is playing baseball
./input/test/3631810528_7233c0f421.jpg,a woman in red shirt is sitting on subway subway subway subway
./input/test/3631986552_944ea208fc.jpg,a surfer is surfing on wave
./input/test/3632258003_6a0a69bf3a.jpg,a man in red shirt is standing in the snow
./input/test/3634400263_c6fcaa48e1.jpg,a man in red shirt is riding bike on the bike
./input/test/3635194562_4c1dfa120a.jpg,a woman in red shirt is sitting on the floor
./input/test/3635577874_48ebaac734.jpg,a man in red shirt is riding bike on bike
./input/test/3636632926_09f39f2629.jpg,a group of people are standing on the street
./input/test/3638631362_af29bbff01.jpg,a man is riding on the air on the air
./input/test/3638783120_f600ceb19d.jpg,a man in red shirt is standing on the grass
./input/test/3638783842_af08dbb518.jpg,a woman in red and white and white and white and white and white and white and white and white and white and white woman in red costume and white and white and white
./input/test/3640020134_367941f5ec.jpg,a black dog is running through the water
./input/test/3640104986_5d8c9a9948.jpg,a man in white shirt is standing in front of the the air
./input/test/3640422448_a0f42e4559.jpg,a man is riding bike on the hill
./input/test/3643074723_94d42b7a0c.jpg,a young boy is jumping on the air
./input/test/3644142276_caed26029e.jpg,a young girl in red shirt is playing in the air
./input/test/3650111717_346804ec2f.jpg,a black dog is running through the air
./input/test/3651971126_309e6a5e22.jpg,a dog is running through the grass
./input/test/3653764864_225958c9c1.jpg,a man is standing on the railing of the steps
./input/test/365584746_681f33fa46.jpg,a man in red shirt is standing in the air in the air
./input/test/3657016761_d553e514d9.jpg,a girl is jumping in the air in the air
./input/test/365759754_6cf7068c9a.jpg,a black dog is running through the snow
./input/test/3660826540_481d25fbb0.jpg,a young boy is holding the camera
./input/test/3662909101_21b9e59a3e.jpg,a black dog is jumping over the grass
./input/test/3666169738_a8c74cf745.jpg,a boy in blue shirt is playing in the water
./input/test/3666188047_e81e1d97a7.jpg,a boy is playing in the air
./input/test/3666324102_18ecdf8253.jpg,a young girl in blue shirt is wearing blue shirt and blue shirt and blue shirt and blue shirt and blue shirt and blue shirt
./input/test/3668984985_b60ceb2ae9.jpg,a man in black shirt and black shirt and black shirt and black and white shirt and black and white and white and white and white and white and white and white and white
./input/test/3669564923_8fcb1a6eff.jpg,two girls are posing for picture
./input/test/3671777903_6fbf643980.jpg,a man is jumping over the water
./input/test/3671933270_d124e9a1a4.jpg,a man in red helmet is riding bike on the road
./input/test/3671935691_57bdd0e778.jpg,a girl in red shirt is standing in the air
./input/test/3672944692_8d24a44fc6.jpg,a group of people are riding on the grass
./input/test/3675825945_96b2916959.jpg,a man in red shirt is riding trick on the air
./input/test/3677613006_4689cb8e4e.jpg,a woman in red shirt is wearing red shirt and black shirt
./input/test/3679341667_936769fd0c.jpg,a man in red shirt is wearing red shirt
./input/test/3681324243_b69fa90842.jpg,a man in white jersey is running in the grass
./input/test/3686078365_9e655e238f.jpg,a woman in red shirt is standing in the street
./input/test/3692593096_fbaea67476.jpg,a man is standing on the dirt
./input/test/369360998_ba56fb436f.jpg,a man in red jacket is riding his bike in the snow
./input/test/3704995657_e2e114083d.jpg,a man in red jacket is riding trick in the air
./input/test/3705976184_53ae07e898.jpg,a man in white shirt is running through field
./input/test/3707283973_5cdaa39340.jpg,a woman in red shirt is standing in the woods
./input/test/3708172446_4034ddc5f6.jpg,a man is jumping over the water
./input/test/3710073758_ac2b217f29.jpg,a man is doing trick in the air
./input/test/3710353645_8fbfaa4175.jpg,a girl in red shirt is swinging on trampoline
./input/test/3710971182_cb01c97d15.jpg,a group of men in red uniforms are playing in the field
./input/test/371522748_dc557bcd6c.jpg,a man in red shirt is standing in the air
./input/test/3716277216_c04002be81.jpg,a woman in red shirt is standing in front of the camera
./input/test/3717309680_e5105afa6d.jpg,a man riding bike on dirt bike
./input/test/3720210639_18bb34e475.jpg,a man is doing trick on bike
./input/test/3723903586_e98d3d8ec7.jpg,a man in race and number racing and number race
./input/test/3724718895_bd03f4a4dc.jpg,a dog is running through the grass
./input/test/3725814794_30db172f67.jpg,two men are playing in the arts
./input/test/3726590391_bc6e729bb6.jpg,a woman in red shirt is standing in front of the window of the window
./input/test/3727752439_907795603b.jpg,a woman in red shirt and black shirt and black hair and black and black hair and black hair and black and white hair and woman in red and black and black and black
./input/test/373394550_1b2296b8c4.jpg,a man in red shirt is sitting on the bench
./input/test/374103966_2987706be1.jpg,a man in black shirt and white shirt is holding his hands
./input/test/3767841911_6678052eb6.jpg,a young boy in red shirt is running through the water
./input/test/378453580_21d688748e.jpg,a brown dog is running through the grass
./input/test/380515798_c2abbf46b0.jpg,a group of people are standing in the street
./input/test/381239475_044cbffa2b.jpg,a black dog swims in the water
./input/test/381976882_0063d16d88.jpg,a man in red shirt is running down the street
./input/test/382701159_f98c1988cd.jpg,a man is riding the beach
./input/test/385186343_464f5fc186.jpg,a brown dog is playing with the camera
./input/test/387974450_bcd205daac.jpg,two dogs are running through the grass
./input/test/390992102_67fa31b22f.jpg,a man is standing on the water
./input/test/393284934_d38e1cd6fe.jpg,a man in blue shirt is wearing blue shirt and blue shirt
./input/test/393958545_48c17c66d1.jpg,a black dog is running through the grass
./input/test/410042380_517ccee020.jpg,a man in black shirt is sitting on the floor of the building
./input/test/414773731_c3f5bf43d5.jpg,a dog is running in the snow
./input/test/415793623_6c1225ae27.jpg,a man is climbing up rock
./input/test/421153376_d1d325568f.jpg,a dog is running through the water
./input/test/426065353_e9a604a01f.jpg,a man in black shirt and black shirt and black shirt and black and white and white and white and white and white and white man in black shirt and black shirt and black
